destination,origin,valueCars,valueCoal,valueCoffee,valueIron_Steel,valueNaturalGas,valueOil,destination_fullname,origin_fullname,period,unitcode,unit,year,contig,comlang_off,comlang_ethno,comcol,col45,distw,pop_o,pop_d,gdp_o,gdp_d,gdpcap_o,gdpcap_d,area_o,area_d,tdiff,heg_o,heg_d,conflict,indepdate,comcur,comrelig,comleg_pretrans,comleg_posttrans,transition_legalchange,legold_o,legold_d,legnew_o,legnew_d,gatt_o,gatt_d,fta_wto,fta_hmr,eu_o,eu_d
BRN,HKG,,,,2848624,,,Brunei Darussalam,"Hong Kong, China",Annual,USD,US$,2016,0,0,0,1,0,1953.753057142258,7.305699825286865,.4231880009174347,309234499584,12930395136,42327.84,30554.73,1092,5765,0,0,0,,,0,.0065629999,1,1,0,uk,uk,uk,uk,1,1,0,,0,0
CAN,HKG,9499,,18024,12936362,84,,Canada,"Hong Kong, China",Annual,USD,US$,2016,0,1,1,0,0,11927.54014492493,7.305699825286865,35.85177230834961,309234499584,1550536540160,42327.84,43248.531,1092,9976139,10.583334,0,0,,,0,.059044,1,1,0,uk,uk,uk,uk,1,1,0,,0,0
CHE,HKG,16150,,3962,21734,,,Switzerland,"Hong Kong, China",Annual,USD,US$,2016,0,0,0,0,0,9378.222761566161,7.305699825286865,8.286975860595703,309234499584,670789926912,42327.84,80945.078,1092,41288,7,0,0,,,0,.074127004,0,0,0,uk,ge,uk,ge,1,1,1,,0,0
CHL,HKG,,,,1202,,,Chile,"Hong Kong, China",Annual,USD,US$,2016,0,0,0,0,0,18674.08873126221,7.305699825286865,17.94814109802246,309234499584,240796385280,42327.84,13416.229,1092,756945,11,0,0,,,0,.066284001,0,0,0,uk,fr,uk,fr,1,1,1,,0,0
CHN,HKG,,,88313,9069560,,,China,"Hong Kong, China",Annual,USD,US$,2016,1,1,1,0,0,1612.374339819717,7.305699825286865,1371.219970703125,309234499584,11007720161280,42327.84,8027.6836,1092,9572378,0,0,0,,,0,.00012,0,0,0,uk,so,uk,ge,1,1,1,,0,0
CHT,HKG,,,23300,37565600,,,Chinese Taipei,"Hong Kong, China",Annual,USD,US$,2016,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
COL,HKG,3313,,,800866,,,Colombia,"Hong Kong, China",Annual,USD,US$,2016,0,0,0,0,0,16737.39646784058,7.305699825286865,48.22870254516602,309234499584,292080156672,42327.84,6056.1479,1092,1141748,11,0,0,,,0,.076999001,0,0,0,uk,fr,uk,fr,1,1,0,,0,0
CPV,HKG,,,,,381321,,Cabo Verde,"Hong Kong, China",Annual,USD,US$,2016,0,0,0,0,0,13807.49235447388,7.305699825286865,.520501971244812,309234499584,1603239296,42327.84,3080.1792,1092,4033,9,0,0,,,0,.078010999,0,0,0,uk,fr,uk,fr,1,1,0,,0,0
CRI,HKG,61722,,,769492,,,Costa Rica,"Hong Kong, China",Annual,USD,US$,2016,0,0,0,0,0,15918.56534649353,7.305699825286865,4.807849884033203,309234499584,54136836096,42327.84,11260.093,1092,51076,10,0,0,,,0,.075845003,0,0,0,uk,fr,uk,fr,1,1,0,,0,0
DOM,HKG,,,,359757,,,Dominican Republic,"Hong Kong, China",Annual,USD,US$,2016,0,0,0,0,0,15437.58350073242,7.305699825286865,10.52839088439941,309234499584,68102619136,42327.84,6468.4736,1092,48734,12,0,0,,,0,.077363998,0,0,0,uk,fr,uk,fr,1,1,0,,0,0
EEC,HKG,5041387,757241,63911,9281133,153319,8205,European Union,"Hong Kong, China",Annual,USD,US$,2016,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
EGY,HKG,,,,31217,,,Egypt,"Hong Kong, China",Annual,USD,US$,2016,0,0,1,0,0,8156.604816105651,7.305699825286865,91.50808715820313,309234499584,330778542080,42327.84,3614.7466,1092,1001449,6,0,0,,,0,.004398,0,0,0,uk,fr,uk,fr,1,1,0,,0,0
GEO,HKG,7874,,,262566,,,Georgia,"Hong Kong, China",Annual,USD,US$,2016,0,0,0,0,0,6783.741057345581,7.305699825286865,3.678999900817871,309234499584,13965385728,42327.84,3795.9734,1092,69700,4,0,0,,,0,.00134,0,0,0,uk,so,uk,ge,1,1,0,,0,0
GUY,HKG,23800,,,262384,,,Guyana,"Hong Kong, China",Annual,USD,US$,2016,0,1,1,1,0,16709.10553568115,7.305699825286865,.7670850157737732,309234499584,3166029056,42327.84,4127.3511,1092,214970,12,0,0,,,0,.028170001,1,1,0,uk,uk,uk,uk,1,1,0,,0,0
IDN,HKG,217197,3865751,,46264273,12550,,Indonesia,"Hong Kong, China",Annual,USD,US$,2016,0,0,0,0,0,3163.010012668609,7.305699825286865,257.5638122558594,309234499584,861933993984,42327.84,3346.4871,1092,1933658,0,0,0,,,0,.0079030003,0,0,0,uk,fr,uk,fr,1,1,0,,0,0
IND,HKG,2458,,,38314043,,,India,"Hong Kong, China",Annual,USD,US$,2016,0,1,1,1,0,3840.215305834961,7.305699825286865,1311.050537109375,309234499584,2095398387712,42327.84,1598.259,1092,3287590,2.5,0,0,,,0,.0024320001,1,1,0,uk,uk,uk,uk,1,1,0,,0,0
ISR,HKG,,,,11255000,,,Israel,"Hong Kong, China",Annual,USD,US$,2016,0,1,1,1,0,7748.848256713867,7.305699825286865,8.380399703979492,309234499584,299415699456,42327.84,35728.094,1092,21621,6,0,0,,,0,.00134,1,1,0,uk,uk,uk,uk,1,1,0,,0,0
JPN,HKG,22446,,36390,3521038,,,Japan,"Hong Kong, China",Annual,USD,US$,2016,0,0,0,0,0,2707.465879611206,7.305699825286865,126.9584732055664,309234499584,4123257733120,42327.84,32477.215,1092,377801,1,0,0,,,0,.001149,0,0,0,uk,ge,uk,ge,1,1,0,,0,0
KOR,HKG,,21485118,238,5972720,,,"Korea, Republic of","Hong Kong, China",Annual,USD,US$,2016,0,0,1,0,0,2056.352660477829,7.305699825286865,50.61704635620117,309234499584,1377873166336,42327.84,27221.525,1092,99484,1,0,0,,,0,.012231,0,0,0,uk,ge,uk,ge,1,1,0,,0,0
MAC,HKG,,,472730,2055673,,,"Macao, China","Hong Kong, China",Annual,USD,US$,2016,0,1,1,0,0,60.77056503295898,7.305699825286865,.5876060128211975,309234499584,46177533952,42327.84,78585.875,1092,25,0,0,0,,,0,.0073270001,0,0,0,uk,fr,uk,fr,1,1,0,,0,0
MAR,HKG,,,,12062,,,Morocco,"Hong Kong, China",Annual,USD,US$,2016,0,0,0,0,0,11209.42267936401,7.305699825286865,34.37751007080078,309234499584,100593287168,42327.84,2926.1365,1092,710850,8,0,0,,,0,.0051279999,0,0,0,uk,fr,uk,fr,1,1,0,,0,0
MDG,HKG,,,,89649,,,Madagascar,"Hong Kong, China",Annual,USD,US$,2016,0,0,0,0,0,8588.580633285523,7.305699825286865,24.23538970947266,309234499584,9738652672,42327.84,401.83603,1092,587041,5,0,0,,,0,.037124999,0,0,0,uk,fr,uk,fr,1,0,0,,0,0
MDV,HKG,,,,2952,,,Maldives,"Hong Kong, China",Annual,USD,US$,2016,0,0,0,1,0,4866.347723043823,7.305699825286865,.4091629981994629,309234499584,3435244544,42327.84,8395.7852,1092,298,3,0,0,,,0,.005074,1,1,0,uk,uk,uk,uk,1,1,0,,0,0
MEX,HKG,,,13,506162,,,Mexico,"Hong Kong, China",Annual,USD,US$,2016,0,0,0,0,0,13757.7405365509,7.305699825286865,127.0172271728516,309234499584,1143793123328,42327.84,9005.0234,1092,1967210,9,0,0,,,0,.075713001,0,0,0,uk,fr,uk,fr,1,1,0,,0,0
MOZ,HKG,,,,20040,,,Mozambique,"Hong Kong, China",Annual,USD,US$,2016,0,0,0,0,0,9835.392143725585,7.305699825286865,27.97786331176758,309234499584,14807075840,42327.84,529.24255,1092,801590,6,0,0,,,0,.030556001,0,0,0,uk,fr,uk,fr,1,1,0,,0,0
MUS,HKG,,,,39,,,Mauritius,"Hong Kong, China",Annual,USD,US$,2016,0,1,1,1,0,7763.211853468322,7.305699825286865,1.262604951858521,309234499584,11681761280,42327.84,9252.1113,1092,2045,4,0,0,,,0,.026143001,0,0,0,uk,fr,uk,fr,1,1,0,,0,0
MYS,HKG,,7653516,37562,15255140,153360,,Malaysia,"Hong Kong, China",Annual,USD,US$,2016,0,1,1,1,0,2408.005626024627,7.305699825286865,30.33100700378418,309234499584,296283176960,42327.84,9768.3262,1092,329758,0,0,0,,,0,.0057319999,1,1,0,uk,uk,uk,uk,1,1,0,,0,0
NIC,HKG,,,,3180,,,Nicaragua,"Hong Kong, China",Annual,USD,US$,2016,0,0,0,0,0,15584.14482089233,7.305699825286865,6.082032203674316,309234499584,12692561920,42327.84,2086.8948,1092,130670,10,0,0,,,0,.078112997,0,0,0,uk,fr,uk,fr,1,1,0,,0,0
NOR,HKG,,,,13593,,,Norway,"Hong Kong, China",Annual,USD,US$,2016,0,0,0,0,0,8625.518753564453,7.305699825286865,5.195920944213867,309234499584,386578448384,42327.84,74400.375,1092,323752,7,0,0,,,0,.073592,0,0,0,uk,sc,uk,sc,1,1,1,,0,0
NPL,HKG,,,,74979,,,Nepal,"Hong Kong, China",Annual,USD,US$,2016,0,0,0,0,0,3010.718630754852,7.305699825286865,28.51370048522949,309234499584,21194887168,42327.84,743.32294,1092,147181,2.25,0,0,,,0,.00015000001,1,1,0,uk,uk,uk,uk,1,1,0,,0,0
NZL,HKG,112504,,907,9428,,,New Zealand,"Hong Kong, China",Annual,USD,US$,2016,0,1,1,0,0,9303.177951544189,7.305699825286865,4.595699787139893,309234499584,173754073088,42327.84,37807.969,1092,268676,4.375,0,0,,,0,.043198001,1,1,0,uk,uk,uk,uk,1,1,1,,0,0
PAN,HKG,,,,2240697,,,Panama,"Hong Kong, China",Annual,USD,US$,2016,0,0,0,0,0,16225.62349935608,7.305699825286865,3.929141044616699,309234499584,52132290560,42327.84,13268.114,1092,75648,11,0,0,,,0,.071275003,0,0,0,uk,fr,uk,fr,1,1,0,,0,0
PER,HKG,,,,1574812,,,Peru,"Hong Kong, China",Annual,USD,US$,2016,0,0,0,0,0,18346.2062324707,7.305699825286865,31.37667083740234,309234499584,189111140352,42327.84,6027.126,1092,1285216,11,0,0,,,0,.077154003,0,0,0,uk,fr,uk,fr,1,1,0,,0,0
PHL,HKG,1080406,,104653,2745630,49828,,Philippines,"Hong Kong, China",Annual,USD,US$,2016,0,1,1,0,0,1284.669607828522,7.305699825286865,100.6993942260742,309234499584,292451385344,42327.84,2904.2021,1092,300000,0,0,0,,,0,.069504,0,0,0,uk,fr,uk,fr,1,1,0,,0,0
PRY,HKG,49688,,,90087,,,Paraguay,"Hong Kong, China",Annual,USD,US$,2016,0,0,0,0,0,19068.50219086914,7.305699825286865,6.63912296295166,309234499584,27093938176,42327.84,4080.9514,1092,406752,12,0,0,,,0,.077265002,0,0,0,uk,fr,uk,fr,1,1,0,,0,0
QAT,HKG,2197802,,,,,,Qatar,"Hong Kong, China",Annual,USD,US$,2016,0,0,0,1,0,6331.977156138611,7.305699825286865,2.235354900360107,309234499584,164641488896,42327.84,73653.398,1092,11437,5,0,0,,,0,.0062430003,0,0,0,uk,fr,uk,fr,1,1,0,,0,0
SGP,HKG,329635,,26103,10488552,89962,,Singapore,"Hong Kong, China",Annual,USD,US$,2016,0,1,1,1,0,2593.054597234344,7.305699825286865,5.5350022315979,309234499584,292739317760,42327.84,52888.746,1092,646,0,0,0,,,0,.0065329997,1,1,0,uk,uk,uk,uk,1,1,0,,0,0
SLV,HKG,,,,97526,,,El Salvador,"Hong Kong, China",Annual,USD,US$,2016,0,0,0,0,0,15285.30520715027,7.305699825286865,6.126583099365234,309234499584,25850200064,42327.84,4219.3501,1092,21041,10,0,0,,,0,.077798001,0,0,0,uk,fr,uk,fr,1,1,0,,0,0
SUR,HKG,,,,422870,,,Suriname,"Hong Kong, China",Annual,USD,US$,2016,0,0,0,0,0,16609.51212321167,7.305699825286865,.5429750084877014,309234499584,5150291456,42327.84,9485.3193,1092,163820,11,0,0,,,0,.056539997,0,0,0,uk,fr,uk,fr,1,1,0,,0,0
SYC,HKG,1234485,,,14572,,,Seychelles,"Hong Kong, China",Annual,USD,US$,2016,0,1,1,1,0,7050.445109048462,7.305699825286865,.0929000005125999,309234499584,1437722240,42327.84,15476.02,1092,455,4,0,0,,,0,.071387,0,0,0,uk,fr,uk,fr,1,1,0,,0,0
TCD,HKG,,,,8970,,,Chad,"Hong Kong, China",Annual,USD,US$,2016,0,0,0,0,0,10340.29061950989,7.305699825286865,14.03747177124023,309234499584,10888798208,42327.84,775.69513,1092,1284005,7,0,0,,,0,.027490001,0,0,0,uk,fr,uk,fr,1,1,0,,0,0
TGO,HKG,3704,,,217992,,,Togo,"Hong Kong, China",Annual,USD,US$,2016,0,0,0,0,0,12026.39280202637,7.305699825286865,7.304577827453613,309234499584,4087904000,42327.84,559.63593,1092,56785,8,0,0,,,0,.028571999,0,0,0,uk,fr,uk,fr,1,1,0,,0,0
