destination,origin,valueCars,valueCoal,valueCoffee,valueIron_Steel,valueNaturalGas,valueOil,destination_fullname,origin_fullname,period,unitcode,unit,year,contig,comlang_off,comlang_ethno,comcol,col45,distw,pop_o,pop_d,gdp_o,gdp_d,gdpcap_o,gdpcap_d,area_o,area_d,tdiff,heg_o,heg_d,conflict,indepdate,comcur,comrelig,comleg_pretrans,comleg_posttrans,transition_legalchange,legold_o,legold_d,legnew_o,legnew_d,gatt_o,gatt_d,fta_wto,fta_hmr,eu_o,eu_d
EGY,BIH,,,14761,,,,Egypt,Bosnia and Herzegovina,Annual,USD,US$,2016,0,0,0,0,0,1954.930112228489,3.810415983200073,91.50808715820313,16191716352,330778542080,4249.3306,3614.7466,51233,1001449,1,0,0,,,0,.32758,0,0,0,so,fr,ge,fr,0,1,0,,0,0
GEO,BIH,2321,,,,,,Georgia,Bosnia and Herzegovina,Annual,USD,US$,2016,0,0,0,0,0,2108.233482468509,3.810415983200073,3.678999900817871,16191716352,13965385728,4249.3306,3795.9734,51233,69700,3,0,0,,,0,.045499999,1,1,0,so,so,ge,ge,0,1,0,,0,0
IND,BIH,,,,68203,,,India,Bosnia and Herzegovina,Annual,USD,US$,2016,0,0,0,0,0,5911.736427931976,3.810415983200073,1311.050537109375,16191716352,2095398387712,4249.3306,1598.259,51233,3287590,4.5,0,0,,,0,.04879,0,0,0,so,uk,ge,uk,0,1,0,,0,0
MAR,BIH,,,,16493893,,,Morocco,Bosnia and Herzegovina,Annual,USD,US$,2016,0,0,0,0,0,2437.351240132332,3.810415983200073,34.37751007080078,16191716352,100593287168,4249.3306,2926.1365,51233,710850,1,0,0,,,0,.39790002,0,0,0,so,fr,ge,fr,0,1,0,,0,0
MEX,BIH,,,,63,,,Mexico,Bosnia and Herzegovina,Annual,USD,US$,2016,0,0,0,0,0,10412.77944166679,3.810415983200073,127.0172271728516,16191716352,1143793123328,4249.3306,9005.0234,51233,1967210,8,0,0,,,0,.14252999,0,0,0,so,fr,ge,fr,0,1,0,,0,0
MNE,BIH,,17549,90382,20451001,9955,,Montenegro,Bosnia and Herzegovina,Annual,USD,US$,2016,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
NIC,BIH,,,,66,,,Nicaragua,Bosnia and Herzegovina,Annual,USD,US$,2016,0,0,0,0,0,10160.60998221016,3.810415983200073,6.082032203674316,16191716352,12692561920,4249.3306,2086.8948,51233,130670,7,0,0,,,0,.14380999,0,0,0,so,fr,ge,fr,0,1,0,,0,0
NOR,BIH,19392,,24240,6274,,,Norway,Bosnia and Herzegovina,Annual,USD,US$,2016,0,0,0,0,0,1906.704093266869,3.810415983200073,5.195920944213867,16191716352,386578448384,4249.3306,74400.375,51233,323752,0,0,0,,,0,.039970003,0,0,0,so,sc,ge,sc,0,1,1,,0,0
SAU,BIH,,1127849,,,,,"Saudi Arabia, Kingdom of",Bosnia and Herzegovina,Annual,USD,US$,2016,0,0,0,0,0,3259.76549484272,3.810415983200073,31.54037284851074,16191716352,646001852416,4249.3306,20481.744,51233,2153168,2,0,0,,,0,.39539,0,0,0,so,uk,ge,uk,0,1,0,,0,0
SEN,BIH,,,,4153,,,Senegal,Bosnia and Herzegovina,Annual,USD,US$,2016,0,0,0,0,0,4659.375661339569,3.810415983200073,15.12927341461182,16191716352,13609989120,4249.3306,899.57983,51233,196722,1,0,0,,,0,.37244001,0,0,0,so,fr,ge,fr,0,1,0,,0,0
UKR,BIH,,,,88609,,,Ukraine,Bosnia and Herzegovina,Annual,USD,US$,2016,0,0,0,0,0,1290.006645155716,3.810415983200073,45.19820022583008,16191716352,90615021568,4249.3306,2004.8369,51233,603677,1,0,0,,,0,0,1,0,1,so,so,ge,fr,0,1,0,,0,0
USA,BIH,,,1537972,101828,,,United States of America,Bosnia and Herzegovina,Annual,USD,US$,2016,0,0,0,0,0,8546.149594386672,3.810415983200073,321.4188232421875,16191716352,18036648050688,4249.3306,56115.719,51233,9529106,8.5,0,0,,,0,.065640002,0,0,0,so,uk,ge,uk,0,1,0,,0,0
ARM,BLR,,,33,66505,,,Armenia,Belarus,Annual,USD,US$,2016,0,0,0,1,0,1943.569933050346,9.512999534606934,3.017712116241455,54608961536,10529182720,5740.4565,3489.1277,207595,29800,2,0,0,,,0,0,1,0,1,so,so,ge,fr,0,1,1,,0,0
BRA,BLR,,,,874065,,,Brazil,Belarus,Annual,USD,US$,2016,0,0,0,0,0,10562.1469872963,9.512999534606934,207.8475341796875,54608961536,1774724841472,5740.4565,8538.5898,207595,8511920,5.5,0,0,,,0,.12292001,0,0,0,so,fr,ge,fr,0,1,0,,0,0
CAN,BLR,,,,48839054,,,Canada,Belarus,Annual,USD,US$,2016,0,0,0,0,0,7268.625190402221,9.512999534606934,35.85177230834961,54608961536,1550536540160,5740.4565,43248.531,207595,9976139,7.4166665,0,0,,,0,.065239996,0,0,0,so,uk,ge,uk,0,1,0,,0,0
CHE,BLR,,,,710043,,,Switzerland,Belarus,Annual,USD,US$,2016,0,0,0,0,0,1610.022764283705,9.512999534606934,8.286975860595703,54608961536,670789926912,5740.4565,80945.078,207595,41288,1,0,0,,,0,.073919997,0,1,1,so,ge,ge,ge,0,1,0,,0,0
CHN,BLR,,,,1642235,,,China,Belarus,Annual,USD,US$,2016,0,0,0,0,0,6851.684017087173,9.512999534606934,1371.219970703125,54608961536,11007720161280,5740.4565,8027.6836,207595,9572378,6,0,0,,,0,0,1,1,0,so,so,ge,ge,0,1,0,,0,0
EEC,BLR,8880679,,155,364495653,40398963,,European Union,Belarus,Annual,USD,US$,2016,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
EGY,BLR,321887,970831,,9438777,,,Egypt,Belarus,Annual,USD,US$,2016,0,0,0,0,0,2635.513454976845,9.512999534606934,91.50808715820313,54608961536,330778542080,5740.4565,3614.7466,207595,1001449,0,0,0,,,0,.00028000001,0,0,0,so,fr,ge,fr,0,1,0,,0,0
GEO,BLR,209177,,,,24792,,Georgia,Belarus,Annual,USD,US$,2016,0,0,0,0,0,1753.183887679481,9.512999534606934,3.678999900817871,54608961536,13965385728,5740.4565,3795.9734,207595,69700,2,0,0,,,0,.0014,1,1,0,so,so,ge,ge,0,1,1,,0,0
IND,BLR,,,,1142439,,,India,Belarus,Annual,USD,US$,2016,0,0,0,0,0,5421.535356608963,9.512999534606934,1311.050537109375,54608961536,2095398387712,5740.4565,1598.259,207595,3287590,3.5,0,0,,,0,.0018199999,0,0,0,so,uk,ge,uk,0,1,0,,0,0
ISR,BLR,,,,30336000,,,Israel,Belarus,Annual,USD,US$,2016,0,0,1,0,0,2467.19590980711,9.512999534606934,8.380399703979492,54608961536,299415699456,5740.4565,35728.094,207595,21621,0,0,0,,,0,.0014,0,0,0,so,uk,ge,uk,0,1,0,,0,0
JPN,BLR,,,,163209,,,Japan,Belarus,Annual,USD,US$,2016,0,0,0,0,0,8024.812929203797,9.512999534606934,126.9584732055664,54608961536,4123257733120,5740.4565,32477.215,207595,377801,7,0,0,,,0,.00084000005,0,1,1,so,ge,ge,ge,0,1,0,,0,0
KAZ,BLR,1628258,,,595830,183,,Kazakhstan,Belarus,Annual,USD,US$,2016,0,0,1,1,0,3095.139124696731,9.512999534606934,17.54412651062012,54608961536,184388435968,5740.4565,10509.981,207595,2717300,3.5,0,0,,,0,.0041999999,1,0,1,so,so,ge,fr,0,1,1,,0,0
KOR,BLR,,,,92347,,,"Korea, Republic of",Belarus,Annual,USD,US$,2016,0,0,0,0,0,7376.048316636276,9.512999534606934,50.61704635620117,54608961536,1377873166336,5740.4565,27221.525,207595,99484,7,0,0,,,0,.0054600001,0,1,1,so,ge,ge,ge,0,1,0,,0,0
LAO,BLR,3288704,,,,,,Lao People's Democratic Republic,Belarus,Annual,USD,US$,2016,0,0,0,0,0,7480.593434163666,9.512999534606934,6.802022933959961,54608961536,12369080320,5740.4565,1818.4414,207595,236800,5,0,0,,,0,.00112,1,0,1,so,so,ge,fr,0,1,0,,0,0
MDA,BLR,77500,,,132814,575823,,"Moldova, Republic of",Belarus,Annual,USD,US$,2016,0,0,0,1,0,741.4361949507952,9.512999534606934,3.554150104522705,54608961536,6568288768,5740.4565,1848.0618,207595,33700,0,0,0,,,0,0,1,0,1,so,so,ge,fr,0,1,1,,0,0
MEX,BLR,,,,1923,,,Mexico,Belarus,Annual,USD,US$,2016,0,0,0,0,0,10303.07019153061,9.512999534606934,127.0172271728516,54608961536,1143793123328,5740.4565,9005.0234,207595,1967210,9,0,0,,,0,.13258,0,0,0,so,fr,ge,fr,0,1,0,,0,0
MNE,BLR,,,,,43869,,Montenegro,Belarus,Annual,USD,US$,2016,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
MNG,BLR,62500,,,,,,Mongolia,Belarus,Annual,USD,US$,2016,0,0,0,0,0,5242.014078341103,9.512999534606934,2.959134101867676,54608961536,11741338624,5740.4565,3967.8291,207595,1565500,5.5,0,0,,,0,0,1,1,0,so,so,ge,ge,0,1,0,,0,0
NOR,BLR,,,,110764,,,Norway,Belarus,Annual,USD,US$,2016,0,0,0,0,0,1373.222253657103,9.512999534606934,5.195920944213867,54608961536,386578448384,5740.4565,74400.375,207595,323752,1,0,0,,,0,.00042000003,0,0,0,so,sc,ge,sc,0,1,0,,0,0
QAT,BLR,,,,1438091,,,Qatar,Belarus,Annual,USD,US$,2016,0,0,0,0,0,3704.055538182831,9.512999534606934,2.235354900360107,54608961536,164641488896,5740.4565,73653.398,207595,11437,1,0,0,,,0,.0016800001,0,0,0,so,fr,ge,fr,0,1,0,,0,0
SGP,BLR,,,,382,,,Singapore,Belarus,Annual,USD,US$,2016,0,0,0,0,0,8973.0291700737,9.512999534606934,5.5350022315979,54608961536,292739317760,5740.4565,52888.746,207595,646,6,0,0,,,0,.0065799998,0,0,0,so,uk,ge,uk,0,1,0,,0,0
THA,BLR,301949,,,,,,Thailand,Belarus,Annual,USD,US$,2016,0,0,0,0,0,7646.512224874115,9.512999534606934,67.95935821533203,54608961536,395168022528,5740.4565,5814.77,207595,513115,5,0,0,,,0,.00056000001,0,0,0,so,uk,ge,uk,0,1,0,,0,0
UKR,BLR,361675,5213,52315,4415467,68405799,,Ukraine,Belarus,Annual,USD,US$,2016,1,0,0,1,0,701.2996309020519,9.512999534606934,45.19820022583008,54608961536,90615021568,5740.4565,2004.8369,207595,603677,0,0,0,,,0,0,1,0,1,so,so,ge,fr,0,1,1,,0,0
USA,BLR,,,,13438817,,,United States of America,Belarus,Annual,USD,US$,2016,0,0,0,0,0,8370.654712352371,9.512999534606934,321.4188232421875,54608961536,18036648050688,5740.4565,56115.719,207595,9529106,9.5,0,0,,,0,.041999999,0,0,0,so,uk,ge,uk,0,1,0,,0,0
AUS,BLZ,,,9527,,,,Australia,Belize,Annual,USD,US$,2016,0,1,1,0,0,14384.34851293945,.3592869937419891,23.78116989135742,1752861184,1339140472832,4878.7217,56310.957,22963,7686848,8.6499996,0,0,,,0,.22874801,1,1,0,uk,uk,uk,uk,1,1,0,,0,0
BHR,BLZ,,,1595,,,,"Bahrain, Kingdom of",Belize,Annual,USD,US$,2016,0,0,0,1,0,13456.49016508484,.3592869937419891,1.37723696231842,1752861184,31125850112,4878.7217,22600.215,22963,678,9,0,0,,,0,.0065320004,1,1,0,uk,uk,uk,uk,1,1,0,,0,0
CAN,BLZ,,,3501,2117,,,Canada,Belize,Annual,USD,US$,2016,0,1,1,0,0,3578.40201741333,.3592869937419891,35.85177230834961,1752861184,1550536540160,4878.7217,43248.531,22963,9976139,.58333349,0,0,,,0,.35036001,1,1,0,uk,uk,uk,uk,1,1,0,,0,0
CRI,BLZ,7142,,,,,,Costa Rica,Belize,Annual,USD,US$,2016,0,1,1,0,0,955.4723333320618,.3592869937419891,4.807849884033203,1752861184,54136836096,4878.7217,11260.093,22963,51076,0,0,0,,,0,.61219603,0,0,0,uk,fr,uk,fr,1,1,0,,0,0
EEC,BLZ,,,35201,4177,,,European Union,Belize,Annual,USD,US$,2016,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
GEO,BLZ,36523,,,,,,Georgia,Belize,Annual,USD,US$,2016,0,0,0,0,0,11800.31355648804,.3592869937419891,3.678999900817871,1752861184,13965385728,4878.7217,3795.9734,22963,69700,10,0,0,,,0,.0066800001,0,0,0,uk,so,uk,ge,1,1,0,,0,0
HKG,BLZ,,,,20768,,,"Hong Kong, China",Belize,Annual,USD,US$,2016,0,1,1,1,0,14965.0232719574,.3592869937419891,7.305699825286865,1752861184,309234499584,4878.7217,42327.84,22963,1092,10,0,0,,,0,.062672004,1,1,0,uk,uk,uk,uk,1,1,0,,0,0
KOR,BLZ,,,36,,,,"Korea, Republic of",Belize,Annual,USD,US$,2016,0,0,1,0,0,12917.96376278687,.3592869937419891,50.61704635620117,1752861184,1377873166336,4878.7217,27221.525,22963,99484,9,0,0,,,0,.042156,0,0,0,uk,ge,uk,ge,1,1,0,,0,0
MEX,BLZ,,,,246588,,,Mexico,Belize,Annual,USD,US$,2016,1,1,1,0,0,1486.693721538162,.3592869937419891,127.0172271728516,1752861184,1143793123328,4878.7217,9005.0234,22963,1967210,1,0,0,,,0,.63418001,0,0,0,uk,fr,uk,fr,1,1,0,,0,0
SGP,BLZ,,,,39654,,,Singapore,Belize,Annual,USD,US$,2016,0,1,1,1,0,17545.90882713013,.3592869937419891,5.5350022315979,1752861184,292739317760,4878.7217,52888.746,22963,646,10,0,0,,,0,.034828,1,1,0,uk,uk,uk,uk,1,1,0,,0,0
THA,BLZ,,,,50032,,,Thailand,Belize,Annual,USD,US$,2016,0,0,0,0,0,16415.55400080261,.3592869937419891,67.95935821533203,1752861184,395168022528,4878.7217,5814.77,22963,513115,11,0,0,,,0,.0029360002,1,1,0,uk,uk,uk,uk,1,1,0,,0,0
UKR,BLZ,30728,,,340,,,Ukraine,Belize,Annual,USD,US$,2016,0,0,0,0,0,10674.38843056335,.3592869937419891,45.19820022583008,1752861184,90615021568,4878.7217,2004.8369,22963,603677,8,0,0,,,0,0,0,0,0,uk,so,uk,fr,1,1,0,,0,0
URY,BLZ,,,,21315,,,Uruguay,Belize,Annual,USD,US$,2016,0,1,1,0,0,6685.863861566162,.3592869937419891,3.431555032730103,1752861184,53442699264,4878.7217,15573.901,22963,176215,3,0,0,,,0,.39996803,0,0,0,uk,fr,uk,fr,1,1,0,,0,0
USA,BLZ,,,,,1496928,,United States of America,Belize,Annual,USD,US$,2016,0,1,1,0,0,2752.557060518646,.3592869937419891,321.4188232421875,1752861184,18036648050688,4878.7217,56115.719,22963,9529106,1.5,0,0,,,0,.257952,1,1,0,uk,uk,uk,uk,1,1,0,,0,0
ZAF,BLZ,,,10067,,,,South Africa,Belize,Annual,USD,US$,2016,0,1,1,0,0,13349.99736016235,.3592869937419891,54.9569206237793,1752861184,314571948032,4878.7217,5723.9731,22963,1219912,8,0,0,,,0,.120952,1,1,0,uk,uk,uk,uk,1,1,0,,0,0
ARG,BOL,,,2241,,804409205,,Argentina,"Bolivia, Plurinational State of",Annual,USD,US$,2016,1,1,1,0,0,1865.83940482676,10.72470474243164,43.41675567626953,32997685248,583168557056,3076.792,13431.878,1098581,2766889,1,0,0,,,0,.84792101,1,1,0,fr,fr,fr,fr,1,1,1,,0,0
ARM,BOL,,,570,,,,Armenia,"Bolivia, Plurinational State of",Annual,USD,US$,2016,0,0,0,0,0,12979.56468611774,10.72470474243164,3.017712116241455,32997685248,10529182720,3076.792,3489.1277,1098581,29800,8,0,0,,,0,0,0,1,1,fr,so,fr,fr,1,1,0,,0,0
AUS,BOL,,,7263,,,,Australia,"Bolivia, Plurinational State of",Annual,USD,US$,2016,0,0,0,0,0,13370.45808129883,10.72470474243164,23.78116989135742,32997685248,1339140472832,3076.792,56310.957,1098581,7686848,10.65,0,0,,,0,.27920499,0,0,0,fr,uk,fr,uk,1,1,0,,0,0
BRA,BOL,,,,8895,1278073644,,Brazil,"Bolivia, Plurinational State of",Annual,USD,US$,2016,1,0,0,0,0,2388.899547976541,10.72470474243164,207.8475341796875,32997685248,1774724841472,3076.792,8538.5898,1098581,8511920,.5,0,0,,,0,.81307,1,1,0,fr,fr,fr,fr,1,1,1,,0,0
CAN,BOL,,,861695,,,,Canada,"Bolivia, Plurinational State of",Annual,USD,US$,2016,0,0,0,0,0,7588.083200693988,10.72470474243164,35.85177230834961,32997685248,1550536540160,3076.792,43248.531,1098581,9976139,1.4166665,0,0,,,0,.43785799,0,0,0,fr,uk,fr,uk,1,1,0,,0,0
CHE,BOL,,,191363,,,,Switzerland,"Bolivia, Plurinational State of",Annual,USD,US$,2016,0,0,0,0,0,10244.56046876183,10.72470474243164,8.286975860595703,32997685248,670789926912,3076.792,80945.078,1098581,41288,5,0,0,,,0,.49833599,0,0,0,fr,ge,fr,ge,1,1,0,,0,0
CHL,BOL,403259,,122946,289889,,,Chile,"Bolivia, Plurinational State of",Annual,USD,US$,2016,1,1,1,0,0,1861.978223072672,10.72470474243164,17.94814109802246,32997685248,240796385280,3076.792,13416.229,1098581,756945,1,0,0,,,0,.75986201,1,1,0,fr,fr,fr,fr,1,1,0,,0,0
CHT,BOL,,,66600,,,,Chinese Taipei,"Bolivia, Plurinational State of",Annual,USD,US$,2016,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
EEC,BOL,,,3953563,79997,100,1405,European Union,"Bolivia, Plurinational State of",Annual,USD,US$,2016,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
JPN,BOL,,,954216,,,,Japan,"Bolivia, Plurinational State of",Annual,USD,US$,2016,0,0,0,0,0,16955.77796339302,10.72470474243164,126.9584732055664,32997685248,4123257733120,3076.792,32477.215,1098581,377801,11,0,0,,,0,.0057570003,0,0,0,fr,ge,fr,ge,1,1,0,,0,0
KOR,BOL,,,94274,,,,"Korea, Republic of","Bolivia, Plurinational State of",Annual,USD,US$,2016,0,0,0,0,0,17511.09578042908,10.72470474243164,50.61704635620117,32997685248,1377873166336,3076.792,27221.525,1098581,99484,11,0,0,,,0,.038881,0,0,0,fr,ge,fr,ge,1,1,0,,0,0
MEX,BOL,,,,12011,,,Mexico,"Bolivia, Plurinational State of",Annual,USD,US$,2016,0,1,1,0,0,5868.497164604854,10.72470474243164,127.0172271728516,32997685248,1143793123328,3076.792,9005.0234,1098581,1967210,3,0,0,,,0,.87625098,1,1,0,fr,fr,fr,fr,1,1,1,,0,0
NOR,BOL,,,93275,,,,Norway,"Bolivia, Plurinational State of",Annual,USD,US$,2016,0,0,0,0,0,10931.71390074196,10.72470474243164,5.195920944213867,32997685248,386578448384,3076.792,74400.375,1098581,323752,5,0,0,,,0,.025269,0,0,0,fr,sc,fr,sc,1,1,0,,0,0
NZL,BOL,,,301277,,,,New Zealand,"Bolivia, Plurinational State of",Annual,USD,US$,2016,0,0,0,0,0,11129.37088879738,10.72470474243164,4.595699787139893,32997685248,173754073088,3076.792,37807.969,1098581,268676,7.625,0,0,,,0,.181692,0,0,0,fr,uk,fr,uk,1,1,0,,0,0
PAN,BOL,,,,20668,,,Panama,"Bolivia, Plurinational State of",Annual,USD,US$,2016,0,1,1,0,0,3328.413008314705,10.72470474243164,3.929141044616699,32997685248,52132290560,3076.792,13268.114,1098581,75648,1,0,0,,,0,.78744602,1,1,0,fr,fr,fr,fr,1,1,0,,0,0
PER,BOL,,,,4038109,23536417,,Peru,"Bolivia, Plurinational State of",Annual,USD,US$,2016,1,1,1,0,0,1372.791264167261,10.72470474243164,31.37667083740234,32997685248,189111140352,3076.792,6027.126,1098581,1285216,1,0,0,,,0,.88029599,1,1,0,fr,fr,fr,fr,1,1,1,,0,0
PRY,BOL,,,,4324,26307046,,Paraguay,"Bolivia, Plurinational State of",Annual,USD,US$,2016,1,1,1,0,0,1283.334629659092,10.72470474243164,6.63912296295166,32997685248,27093938176,3076.792,4080.9514,1098581,406752,0,0,0,,,0,.88843697,1,1,0,fr,fr,fr,fr,1,1,1,,0,0
SGP,BOL,,,,,,63349617,Singapore,"Bolivia, Plurinational State of",Annual,USD,US$,2016,0,0,0,0,0,17907.47931633606,10.72470474243164,5.5350022315979,32997685248,292739317760,3076.792,52888.746,1098581,646,12,0,0,,,0,.044072997,0,0,0,fr,uk,fr,uk,1,1,0,,0,0
THA,BOL,,,,49170,,,Thailand,"Bolivia, Plurinational State of",Annual,USD,US$,2016,0,0,0,0,0,18509.90041812096,10.72470474243164,67.95935821533203,32997685248,395168022528,3076.792,5814.77,1098581,513115,11,0,0,,,0,.0037460001,0,0,0,fr,uk,fr,uk,1,1,0,,0,0
USA,BOL,,,3033691,17333,,12930718,United States of America,"Bolivia, Plurinational State of",Annual,USD,US$,2016,0,0,1,0,0,6913.280945468807,10.72470474243164,321.4188232421875,32997685248,18036648050688,3076.792,56115.719,1098581,9529106,3.5,0,0,,,0,.28752801,0,0,0,fr,uk,fr,uk,1,1,0,,0,0
ALB,BRA,,,5835248,8484,,,Albania,Brazil,Annual,USD,US$,2016,0,0,0,0,0,9388.915093583679,207.8475341796875,2.889167070388794,1774724841472,11398392832,8538.5898,3945.2175,8511920,28748,4.5,0,0,,,0,.000205,0,1,1,fr,so,fr,fr,1,1,0,,0,0
ARG,BRA,3384963808,19886,50696691,394898683,1741,25115000,Argentina,Brazil,Annual,USD,US$,2016,1,0,0,0,0,2391.846403179836,207.8475341796875,43.41675567626953,1774724841472,583168557056,8538.5898,13431.878,8511920,2766889,.5,0,0,,,0,.80533004,1,1,0,fr,fr,fr,fr,1,1,1,,0,0
ARM,BRA,,,142952,,,,Armenia,Brazil,Annual,USD,US$,2016,0,0,0,0,0,11270.88483384323,207.8475341796875,3.017712116241455,1774724841472,10529182720,8538.5898,3489.1277,8511920,29800,7.5,0,0,,,0,0,0,1,1,fr,so,fr,fr,1,1,0,,0,0
AUS,BRA,1259000,,55315282,6272909,,,Australia,Brazil,Annual,USD,US$,2016,0,0,0,0,0,14046.7481489357,207.8475341796875,23.78116989135742,1774724841472,1339140472832,8538.5898,56310.957,8511920,7686848,11.15,0,0,,,0,.26929,0,0,0,fr,uk,fr,uk,1,1,0,,0,0
BFA,BRA,,,,933444,,,Burkina Faso,Brazil,Annual,USD,US$,2016,0,0,0,0,0,5824.240151507187,207.8475341796875,18.10556983947754,1774724841472,10678202368,8538.5898,589.77441,8511920,274200,3.5,0,0,,,0,.080090001,1,1,0,fr,fr,fr,fr,1,1,0,,0,0
BHR,BRA,211883,,336504,34640,,,"Bahrain, Kingdom of",Brazil,Annual,USD,US$,2016,0,0,0,0,0,11426.46887656021,207.8475341796875,1.37723696231842,1774724841472,31125850112,8538.5898,22600.215,8511920,678,6.5,0,0,,,0,.0083340006,0,0,0,fr,uk,fr,uk,1,1,0,,0,0
BLZ,BRA,,,285,10816,,,Belize,Brazil,Annual,USD,US$,2016,0,0,0,0,0,6225.439002479934,207.8475341796875,.3592869937419891,1774724841472,1752861184,8538.5898,4878.7217,8511920,22963,2.5,0,0,,,0,.59178406,0,0,0,fr,uk,fr,uk,1,1,0,,0,0
BOL,BRA,16734066,,91358,178738014,7387,3186,"Bolivia, Plurinational State of",Brazil,Annual,USD,US$,2016,1,0,0,0,0,2388.899524187946,207.8475341796875,10.72470474243164,1774724841472,32997685248,8538.5898,3076.792,8511920,1098581,.5,0,0,,,0,.81307,1,1,0,fr,fr,fr,fr,1,1,1,,0,0
BRN,BRA,,,3232,5931,,,Brunei Darussalam,Brazil,Annual,USD,US$,2016,0,0,0,0,0,17237.35077111053,207.8475341796875,.4231880009174347,1774724841472,12930395136,8538.5898,30554.73,8511920,5765,11.5,0,0,,,0,.029178001,0,0,0,fr,uk,fr,uk,1,1,0,,0,0
CAN,BRA,52257,75,133247753,131237762,129,19,Canada,Brazil,Annual,USD,US$,2016,0,0,0,0,0,8458.686124736785,207.8475341796875,35.85177230834961,1774724841472,1550536540160,8538.5898,43248.531,8511920,9976139,1.9166665,0,0,,,0,.42099401,0,0,0,fr,uk,fr,uk,1,1,0,,0,0
CHE,BRA,34337,,146596047,2235671,,,Switzerland,Brazil,Annual,USD,US$,2016,0,0,0,0,0,8969.54928228302,207.8475341796875,8.286975860595703,1774724841472,670789926912,8538.5898,80945.078,8511920,41288,4.5,0,0,,,0,.480867,0,0,0,fr,ge,fr,ge,1,1,0,,0,0
CHL,BRA,126389523,,24328262,118199389,,1517192663,Chile,Brazil,Annual,USD,US$,2016,0,0,0,0,0,3196.09971837902,207.8475341796875,17.94814109802246,1774724841472,240796385280,8538.5898,13416.229,8511920,756945,1.5,0,0,,,0,.72159803,1,1,0,fr,fr,fr,fr,1,1,1,,0,0
CHN,BRA,41361,,9803775,539713703,,6036984784,China,Brazil,Annual,USD,US$,2016,0,0,0,0,0,17235.77803494873,207.8475341796875,1371.219970703125,1774724841472,11007720161280,8538.5898,8027.6836,8511920,9572378,11.5,0,0,,,0,.000024000001,0,0,0,fr,so,fr,ge,1,1,0,,0,0
CHT,BRA,,,18095100,97344100,,287720300,Chinese Taipei,Brazil,Annual,USD,US$,2016,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
COL,BRA,123293040,,1349968,166247886,,2069,Colombia,Brazil,Annual,USD,US$,2016,1,0,0,0,0,4305.873833895874,207.8475341796875,48.22870254516602,1774724841472,292080156672,8538.5898,6056.1479,8511920,1141748,1.5,0,0,,,0,.84851003,1,1,0,fr,fr,fr,fr,1,1,0,,0,0
CPV,BRA,14575,,797560,287,,,Cabo Verde,Brazil,Annual,USD,US$,2016,0,1,1,0,0,4457.277103139686,207.8475341796875,.520501971244812,1774724841472,1603239296,8538.5898,3080.1792,8511920,4033,2.5,0,0,,,0,.84320205,1,1,0,fr,fr,fr,fr,1,1,0,,0,0
CRI,BRA,3914696,,3,26210445,,,Costa Rica,Brazil,Annual,USD,US$,2016,0,0,0,0,0,5368.427529621124,207.8475341796875,4.807849884033203,1774724841472,54136836096,8538.5898,11260.093,8511920,51076,2.5,0,0,,,0,.79691005,1,1,0,fr,fr,fr,fr,1,1,0,,0,0
CUB,BRA,150139,,19290439,3576770,,,Cuba,Brazil,Annual,USD,US$,2016,0,0,0,0,0,5887.785769474411,207.8475341796875,11.38956165313721,1774724841472,,8538.5898,,8511920,110861,1.5,0,0,,,0,.28128001,0,1,1,fr,so,fr,fr,1,1,0,,0,0
DOM,BRA,571115,,5191382,146853407,,,Dominican Republic,Brazil,Annual,USD,US$,2016,0,0,0,0,0,4981.976023812103,207.8475341796875,10.52839088439941,1774724841472,68102619136,8538.5898,6468.4736,8511920,48734,.5,0,0,,,0,.84870803,1,1,0,fr,fr,fr,fr,1,1,0,,0,0
EEC,BRA,9441743,,2437542771,1801135988,,913248708,European Union,Brazil,Annual,USD,US$,2016,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
EGY,BRA,,,5575977,23240651,,,Egypt,Brazil,Annual,USD,US$,2016,0,0,0,0,0,9757.794126802062,207.8475341796875,91.50808715820313,1774724841472,330778542080,8538.5898,3614.7466,8511920,1001449,5.5,0,0,,,0,.0026540002,1,1,0,fr,fr,fr,fr,1,1,0,,0,0
GEO,BRA,,,134256,,,,Georgia,Brazil,Annual,USD,US$,2016,0,0,0,0,0,11252.82106997604,207.8475341796875,3.678999900817871,1774724841472,13965385728,8538.5898,3795.9734,8511920,69700,7.5,0,0,,,0,.0088900002,0,0,0,fr,so,fr,ge,1,1,0,,0,0
GUY,BRA,22005,,66160,25876,,1189,Guyana,Brazil,Annual,USD,US$,2016,1,0,0,0,0,3185.541112030983,207.8475341796875,.7670850157737732,1774724841472,3166029056,8538.5898,4127.3511,8511920,214970,.5,0,0,,,0,.16533001,0,0,0,fr,uk,fr,uk,1,1,0,,0,0
